,Unnamed: 0,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_z,tenure_z,TotalCharges_z
1258,1262,Female,Yes,Yes,No,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,51.25,612.1,No,-0.45034844713631356,-0.8320644628904743,-0.7373126861695425
2687,2692,Female,Yes,No,No,22,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.8,1049.05,No,-0.498547090022194,-0.42462485012737144,-0.5445358232939623
4571,4579,Male,Yes,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,2640.55,No,0.5435408096139093,-0.05792919864057891,0.15761402741318026
617,618,Female,Yes,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),87.55,4884.85,No,0.7562796471791741,1.0014137945434884,1.1477710553378049
2595,2600,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.1,70.1,No,0.17623391038013098,-1.2802480369298874,-0.9764362922539103
6730,6740,Female,Yes,No,No,40,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.2,3233.85,Yes,0.4787219450432425,0.3087664528462136,0.41937055045719374
747,748,Male,Yes,Yes,No,48,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.25,855.1,No,-1.5140426349626388,0.6347181430566958,-0.6301041321501674
364,364,Male,Yes,No,No,18,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,1373.05,No,0.3690284819236528,-0.5876006952326126,-0.40159108460146203
1775,1780,Female,Yes,No,Yes,18,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.15,390.85,Yes,-1.4841262359300234,-0.5876006952326126,-0.834925412822986
5236,5245,Female,Yes,Yes,Yes,70,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),20.15,1411.2,No,-1.4841262359300234,1.5310852911355222,-0.3847597828078852
4429,4437,Male,Yes,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),101.15,6067.4,No,1.2083496770053626,1.1236456783724194,1.6694972921921754
2883,2888,Female,Yes,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,71.0,Yes,0.20615030941274656,-1.2802480369298874,-0.9760392235353199
2303,2308,Male,Yes,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.65,7288.4,No,1.3246912287988668,1.5718292524118322,2.2081871870796532
6129,6138,Male,Yes,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),83.85,5588.8,No,0.6332900067117551,1.4088534073065913,1.4583449713951675
4293,4300,Female,Yes,No,No,24,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),24.6,605.25,No,-1.336206262935425,-0.3431369275747509,-0.7403348203054796
1246,1250,Female,Yes,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),103.2,5744.35,No,1.2764925859129865,0.9606698332671781,1.5269716815915206
4382,4390,Male,Yes,Yes,Yes,22,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,57.95,1271.8,No,-0.2276374765601766,-0.42462485012737144,-0.4462613154428684
5549,5558,Female,Yes,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.4,8543.25,No,1.7152664383913456,1.6125732136881425,2.761811277660777
5573,5582,Female,Yes,No,No,48,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),24.0,1183.05,No,-1.3561505289571687,0.6347181430566958,-0.48541670297052086
6949,6960,Female,Yes,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.55,3930.6,No,1.0222031941357554,0.3902543753988342,0.7267679167658343
2086,2091,Female,Yes,No,Yes,50,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.15,970.85,No,-1.4841262359300234,0.7162060656093164,-0.5790366830648065
1144,1148,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.15,196.9,Yes,1.0089070167879266,-1.2395040756535771,-0.920493721679191
3369,3375,Female,Yes,Yes,Yes,71,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.9,1389.35,No,-1.4924363467724167,1.5718292524118322,-0.39439972892032704
5467,5476,Female,Yes,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,84.85,415.55,Yes,0.6665304500813278,-1.1172721918246462,-0.8240280824350084
5631,5640,Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.6,79.6,Yes,0.4920181223910713,-1.2802480369298874,-0.9722450113354573
6327,6336,Male,Yes,Yes,Yes,57,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.3,4018.35,No,0.31584377253233625,1.0014137945434884,0.7654821168283864
1138,1142,Male,Yes,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.2,775.3,No,0.34576017156495187,-0.8728084241667845,-0.665310891865172
3311,3316,Female,Yes,Yes,No,26,No,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),47.85,1190.5,No,-0.5633659545928605,-0.26164900502213034,-0.4821298563555235
2310,2315,Male,Yes,Yes,Yes,35,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),73.45,2661.1,No,0.2875893956681997,0.10504664646466222,0.1666804298209915
4449,4457,Male,Yes,Yes,Yes,22,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.0,1573.95,No,0.3391120828910372,-0.42462485012737144,-0.31295652286280984
3166,3171,Female,Yes,No,No,21,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),20.85,435.25,No,-1.4608579255713225,-0.46536881140368175,-0.8153366893725322
6694,6704,Female,Yes,Yes,Yes,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.15,6256.2,No,1.374551893853226,1.082901717096109,1.7527934856031138
6906,6917,Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),84.05,6052.25,No,0.6399380953856697,1.6125732136881425,1.662813302095906
6842,6853,Female,Yes,No,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,111.1,6014.85,Yes,1.5390920885326103,0.8791819107145575,1.6463128909011544
2734,2739,Female,Yes,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),101.15,6383.9,No,1.2083496770053626,1.1643896396487294,1.8091331248964235
2809,2814,Female,Yes,Yes,Yes,62,No,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),48.7,3008.55,No,-0.5351115777287238,1.2051336009250397,0.31997101457009414
446,446,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.55,69.55,Yes,0.1579516665268661,-1.2802480369298874,-0.9766789453597153
6099,6108,Male,Yes,No,No,18,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.15,476.8,No,-1.3179240190821602,-0.5876006952326126,-0.7970053501976144
299,299,Female,Yes,No,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.6,73.6,Yes,0.2925754621736353,-1.2802480369298874,-0.9748921361260592
152,152,Female,Yes,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,No,1.4410327805923713,1.5310852911355222,2.491495717793817
52,52,Female,Yes,Yes,No,25,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.5,1752.65,No,0.15628964435838757,-0.3023929662984406,-0.23411632284938455
5943,5952,Female,Yes,No,Yes,4,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.45,84.2,No,-1.3079518860712882,-1.1580161531009565,-0.9702155489959959
6911,6922,Male,Yes,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.45,221.1,No,0.32082983903777235,-1.1987601143772668,-0.9098169850237635
5594,5603,Female,Yes,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.6,48.6,Yes,-0.5384356220656811,-1.2802480369298874,-0.9859218227535669
2450,2455,Female,Yes,No,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.35,461.7,Yes,0.8161124452444047,-1.1172721918246462,-0.803667280920629
2559,2564,Male,Yes,No,No,18,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.0,1425.45,Yes,0.5717951864780458,-0.5876006952326126,-0.3784728614302058
3190,3195,Female,Yes,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,80.55,653.9,No,0.5235965435921655,-0.9542963467194051,-0.7188710501283495
6970,6981,Female,Yes,No,No,8,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,65.45,554.45,No,0.021665848711618373,-0.9950403079957154,-0.7627471435325753
3905,3912,Female,Yes,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.25,6758.45,No,1.6770399285163369,1.1236456783724194,1.974379889949744
6076,6085,Female,Yes,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.65,151.3,Yes,-0.4702927131580572,-1.1987601143772668,-0.940611870087765
5653,5662,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,70.25,Yes,0.18121997688556707,-1.2802480369298874,-0.9763701141341452
1846,1851,Female,Yes,Yes,No,2,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.1,68.75,Yes,-0.987181607554912,-1.2395040756535771,-0.9770318953317956
2285,2290,Female,Yes,Yes,No,13,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.75,633.4,Yes,-0.5334495555602452,-0.791320501614164,-0.7279153931629059
428,428,Male,Yes,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.6,1395.05,No,0.35905634891278065,-0.5876006952326126,-0.39188496036925524
525,526,Male,Yes,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.75,8399.15,No,1.6936601502011233,1.6125732136881425,2.6982361639398222
2273,2278,Female,Yes,No,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.2,340.35,No,-0.5517317994135101,-1.0357842692720256,-0.8572053798105517
456,456,Male,Yes,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),92.9,2768.35,No,0.9341160192063881,-0.18016108246950976,0.21399778545299966
3504,3510,Female,Yes,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.25,576.7,No,0.3474221937334304,-0.9950403079957154,-0.7529307224340934
1415,1420,Female,Yes,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,5985.75,No,1.1634750784564392,1.1236456783724194,1.6334743356667352
2476,2481,Male,Yes,Yes,No,61,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.0,1501.75,No,-1.322910085587596,1.1643896396487294,-0.3448102578430522
5557,5566,Male,Yes,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),82.15,5784.3,No,0.5767812529834819,1.6125732136881425,1.544597120822278
1774,1779,Female,Yes,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.15,168.5,No,0.875945243309636,-1.2395040756535771,-0.9330234456880397
4751,4759,Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.95,78.95,Yes,0.47041183420084937,-1.2802480369298874,-0.9725317831877726
1004,1007,Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.95,119.75,Yes,0.1380074005051227,-1.2395040756535771,-0.9545313346116798
3546,3552,Male,Yes,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),102.1,7149.35,No,1.2399280982064562,1.4495973685829016,2.1468400700574555
6912,6923,Female,Yes,Yes,No,53,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),74.1,3833.95,No,0.3091956838584216,0.8384379494382472,0.6841271482638893
1230,1234,Male,Yes,No,Yes,54,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,105.85,5826.65,No,1.3645797608423538,0.8791819107145575,1.5632814099692758
4047,4054,Female,Yes,No,No,34,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,56.25,1765.95,No,-0.2841462302884502,0.06430268518835193,-0.22824852956355043
3982,3989,Female,Yes,No,Yes,8,No,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,38.5,330.8,No,-0.874164100098365,-0.9950403079957154,-0.8614187201022596
2534,2539,Female,Yes,Yes,Yes,65,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),26.0,1654.85,No,-1.2896696422180234,1.3273654847539706,-0.2772644569361949
3397,3403,Female,Yes,No,No,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.45,82.85,No,-1.4741541029191516,-1.1580161531009565,-0.9708111520738814
3100,3105,Male,Yes,No,No,26,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),49.15,1237.3,No,-0.5201533782124163,-0.26164900502213034,-0.46148228298882904
4350,4357,Female,Yes,Yes,No,15,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.45,330.8,No,-1.4741541029191516,-0.7098325790615434,-0.8614187201022596
447,447,Female,Yes,Yes,Yes,52,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),25.05,1270.25,No,-1.3212480634191175,0.797693988161937,-0.4469451560137738
883,885,Male,Yes,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.05,20.05,No,-1.4874502802669807,-1.2802480369298874,-0.9985177248821806
4646,4654,Female,Yes,Yes,Yes,42,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,19.05,761.85,No,-1.5206907236365534,0.3902543753988342,-0.6712448632707712
6746,6757,Male,Yes,Yes,Yes,51,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,59.3,3014.65,Yes,-0.1827628780112537,0.7569500268856267,0.32266225810720595
3718,3724,Male,Yes,Yes,Yes,62,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),24.8,1476.25,No,-1.3295581742615106,1.2051336009250397,-0.3560605382031101
4774,4782,Male,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,78.75,426.35,No,0.4637637455269347,-1.1172721918246462,-0.819263257811925
1689,1694,Female,Yes,No,No,1,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,34.7,34.7,Yes,-1.000477784902741,-1.2802480369298874,-0.9920543285184612
2700,2705,Female,Yes,Yes,No,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.65,1887.0,No,-1.3013037973973738,1.6125732136881425,-0.174842786913158
875,877,Female,Yes,No,Yes,51,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),60.15,3077.0,No,-0.1545085011471169,0.7569500268856267,0.35017029655621024
6665,6675,Female,Yes,No,No,36,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,70.7,2511.95,No,0.19617817640187488,0.1457906077409725,0.1008773194012803
870,872,Male,Yes,No,Yes,66,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.95,1269.1,No,-1.4907743246039378,1.368109446030281,-0.44745252159863924
218,218,Male,Yes,Yes,Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5324.5,No,0.6449241618911058,1.3273654847539706,1.3417391243691557
1322,1326,Female,Yes,Yes,Yes,43,No,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),51.25,2151.6,No,-0.45034844713631356,0.4309983366751445,-0.05810458364761617
5307,5316,Male,Yes,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.65,4520.15,No,0.9590463517335676,0.6754621043330061,0.9868699868157216
2872,2877,Female,Yes,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,6010.05,Yes,1.1418687902662172,1.1643896396487294,1.644195191068673
6020,6029,Male,Yes,No,No,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,94.9,360.55,No,1.0005969059455335,-1.1580161531009565,-0.8482933930155253
3658,3664,Male,Yes,No,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.8,202.3,No,-0.46530664665262134,-1.1580161531009565,-0.9181113093676492
690,691,Male,Yes,Yes,Yes,31,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.25,2344.5,No,0.3474221937334304,-0.05792919864057891,0.027000478370233557
755,757,Female,Yes,No,No,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.85,57.2,No,-1.494098368940895,-1.1987601143772668,-0.9821276105537042
6361,6370,Female,Yes,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.3,4016.85,Yes,0.8144504230759262,0.512486259227765,0.764820335630736
3331,3337,Female,Yes,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,564.65,No,0.35074623807038746,-1.0357842692720256,-0.7582470313885521
6072,6081,Male,Yes,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.8,49.8,No,-0.498547090022194,-1.2802480369298874,-0.9853923977954464
4715,4723,Male,Yes,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,74.35,Yes,0.3175057947008148,-1.2802480369298874,-0.9745612455272339
906,908,Female,Yes,No,Yes,8,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.95,170.9,No,-1.4907743246039378,-0.9950403079957154,-0.931964595771799
1878,1883,Female,Yes,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.5,3653.35,Yes,1.1867433888151402,0.10504664646466222,0.6044486920667735
1008,1011,Female,Yes,Yes,Yes,71,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,58.65,4145.25,No,-0.20436916620147588,1.5718292524118322,0.8214688061496158
6801,6812,Female,Yes,No,No,45,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),85.7,3778.1,No,0.6947848269454648,0.512486259227765,0.6594868283380371
3848,3855,Male,Yes,Yes,Yes,53,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),65.0,3363.8,No,0.0067076491953105815,0.8384379494382472,0.47670286154697905
1077,1080,Male,Yes,No,No,32,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.05,614.45,No,-1.4874502802669807,-0.01718523736426863,-0.7362758956265567
4152,4159,Female,Yes,No,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,89.75,5496.9,No,0.829408622592234,1.082901717096109,1.4177998433524488
5038,5046,Female,Yes,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.15,45.15,No,-0.6531151516907069,-1.2802480369298874,-0.9874439195081629
1081,1085,Female,Yes,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.3,940.35,Yes,0.31584377253233625,-0.791320501614164,-0.592492900750366
3797,3803,Male,Yes,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,94.1,5638.3,Yes,0.974004551249875,1.1643896396487294,1.4801837509176328
5464,5473,Male,Yes,Yes,Yes,20,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.6,939.8,No,-0.5051951786961084,-0.506112772679992,-0.5927355538561712
591,592,Male,Yes,Yes,Yes,63,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),83.5,5435.0,No,0.6216558515324049,1.24587756220135,1.39049033926274
784,786,Male,Yes,Yes,Yes,72,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),55.3,3983.6,No,-0.3157246514895444,1.6125732136881425,0.7501508524161506
3854,3861,Female,Yes,No,Yes,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,105.45,2715.3,No,1.351283583494525,-0.26164900502213034,0.19059279042942837
3811,3817,Female,Yes,No,No,53,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.25,1048.45,No,-1.4808021915930663,0.8384379494382472,-0.5448005357730225
1876,1881,Male,Yes,No,No,26,No,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),44.65,1156.55,No,-0.6697353733754932,-0.26164900502213034,-0.49710817079567904
6676,6686,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.75,7758.9,No,1.4942174899836873,1.6125732136881425,2.4157658894093488
4115,4122,Male,Yes,No,Yes,53,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),62.85,3419.5,No,-0.0647593040492706,0.8384379494382472,0.5012770033530662
705,706,Female,Yes,No,No,65,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,59.6,3739.8,No,-0.17279074500038175,1.3273654847539706,0.6425893484246954
1905,1910,Female,Yes,Yes,Yes,5,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.5,167.2,No,-1.1400876470549464,-1.1172721918246462,-0.9335969893926702
6793,6804,Male,Yes,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,90.35,434.5,No,0.8493528886139774,-1.1172721918246462,-0.8156675799713574
5683,5692,Male,Yes,Yes,Yes,9,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,54.8,452.8,No,-0.3323448731743307,-0.9542963467194051,-0.8075938493600218
4196,4203,Female,Yes,No,Yes,7,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.05,96.8,No,-1.4874502802669807,-1.0357842692720256,-0.9646565869357319
7010,7021,Male,Yes,No,No,12,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,59.8,727.8,Yes,-0.16614265632646738,-0.8320644628904743,-0.6862672964574367
4752,4760,Male,Yes,Yes,Yes,66,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,75.1,5013.0,No,0.3424361272279943,1.368109446030281,1.2043092289904094
2804,2809,Male,Yes,No,No,37,No,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,36.65,1315.0,No,-0.9356589203320745,0.18653456901728277,-0.427202016950535
3567,3573,Female,Yes,Yes,Yes,28,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),19.55,543.8,No,-1.504070501951767,-0.18016108246950976,-0.7674457900358936
1114,1118,Female,Yes,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.25,4997.5,No,1.3446354948206103,0.6347181430566958,1.1974708232813545
5476,5485,Male,Yes,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.75,50.75,No,-0.4669686688210999,-1.2802480369298874,-0.9849732697036012
6288,6297,Female,Yes,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,113.35,7222.75,No,1.6138830861141487,1.2866215234776603,2.1792232299958183
4910,4918,Male,Yes,Yes,Yes,51,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.55,1086.75,No,-1.504070501951767,0.7569500268856267,-0.5279030558596807
5595,5604,Male,Yes,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.8,1207.0,No,0.19950222073883195,-0.6283446565089229,-0.4748502631813684
1768,1773,Female,Yes,Yes,Yes,68,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),19.35,1292.65,No,-1.5107185906256815,1.4495973685829016,-0.43706255679552686
2983,2988,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.65,7880.25,No,1.4908934456467302,1.6125732136881425,2.469303988299272
123,123,Female,Yes,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,No,-0.46863069098957844,-1.0357842692720256,-0.8527935051595485
5146,5154,Female,Yes,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,1743.5,Yes,1.309733029282559,-0.6283446565089229,-0.2381531881550524
3574,3580,Female,Yes,No,Yes,9,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,72.9,651.4,Yes,0.2693071518149348,-0.9542963467194051,-0.7199740187911003
